block_order,judgment,video_id
1,likeability,6
1,likeability,20
1,likeability,8
2,mentalizing,15
2,mentalizing,10
2,mentalizing,11
3,likeability,5
3,likeability,15
3,likeability,17
4,mentalizing,7
4,mentalizing,6
4,mentalizing,17
5,self_other,9
5,self_other,19
5,self_other,11
6,mentalizing,20
6,mentalizing,8
6,mentalizing,12
7,likeability,4
7,likeability,16
7,likeability,9
8,self_other,2
8,self_other,4
8,self_other,6
9,mentalizing,3
9,mentalizing,21
9,mentalizing,9
10,self_other,18
10,self_other,20
10,self_other,5
11,mentalizing,2
11,mentalizing,13
11,mentalizing,5
12,likeability,12
12,likeability,18
12,likeability,19
13,mentalizing,1
13,mentalizing,4
13,mentalizing,16
14,self_other,1
14,self_other,10
14,self_other,12
15,likeability,2
15,likeability,10
15,likeability,7
16,self_other,3
16,self_other,13
16,self_other,17
17,likeability,11
17,likeability,1
17,likeability,21
18,self_other,14
18,self_other,15
18,self_other,21
19,likeability,13
19,likeability,3
19,likeability,14
20,mentalizing,19
20,mentalizing,14
20,mentalizing,18
21,self_other,16
21,self_other,8
21,self_other,7
