block_order,judgment,video_id
1,mentalizing,10
1,mentalizing,11
1,mentalizing,15
2,self_other,17
2,self_other,13
2,self_other,3
3,mentalizing,6
3,mentalizing,17
3,mentalizing,7
4,likeability,19
4,likeability,12
4,likeability,18
5,mentalizing,20
5,mentalizing,8
5,mentalizing,12
6,self_other,21
6,self_other,15
6,self_other,14
7,mentalizing,3
7,mentalizing,9
7,mentalizing,21
8,likeability,8
8,likeability,6
8,likeability,20
9,self_other,2
9,self_other,6
9,self_other,4
10,likeability,4
10,likeability,16
10,likeability,9
11,mentalizing,2
11,mentalizing,13
11,mentalizing,5
12,likeability,13
12,likeability,3
12,likeability,14
13,mentalizing,16
13,mentalizing,4
13,mentalizing,1
14,self_other,10
14,self_other,12
14,self_other,1
15,likeability,5
15,likeability,17
15,likeability,15
16,self_other,9
16,self_other,19
16,self_other,11
17,mentalizing,19
17,mentalizing,14
17,mentalizing,18
18,likeability,7
18,likeability,10
18,likeability,2
19,self_other,5
19,self_other,18
19,self_other,20
20,likeability,21
20,likeability,1
20,likeability,11
21,self_other,7
21,self_other,8
21,self_other,16
