block_order,judgment,video_id
1,self_other,8
1,self_other,7
1,self_other,16
2,mentalizing,10
2,mentalizing,11
2,mentalizing,15
3,self_other,3
3,self_other,13
3,self_other,17
4,mentalizing,7
4,mentalizing,17
4,mentalizing,6
5,self_other,19
5,self_other,9
5,self_other,11
6,likeability,8
6,likeability,20
6,likeability,6
7,self_other,5
7,self_other,18
7,self_other,20
8,likeability,13
8,likeability,14
8,likeability,3
9,mentalizing,20
9,mentalizing,12
9,mentalizing,8
10,self_other,2
10,self_other,4
10,self_other,6
11,mentalizing,3
11,mentalizing,21
11,mentalizing,9
12,self_other,15
12,self_other,21
12,self_other,14
13,likeability,19
13,likeability,12
13,likeability,18
14,mentalizing,2
14,mentalizing,5
14,mentalizing,13
15,likeability,1
15,likeability,11
15,likeability,21
16,mentalizing,1
16,mentalizing,16
16,mentalizing,4
17,likeability,16
17,likeability,9
17,likeability,4
18,self_other,1
18,self_other,12
18,self_other,10
19,likeability,15
19,likeability,17
19,likeability,5
20,mentalizing,19
20,mentalizing,14
20,mentalizing,18
21,likeability,10
21,likeability,2
21,likeability,7
