block_order,judgment,video_id
1,mentalizing,15
1,mentalizing,11
1,mentalizing,10
2,likeability,6
2,likeability,8
2,likeability,20
3,mentalizing,7
3,mentalizing,6
3,mentalizing,17
4,self_other,10
4,self_other,12
4,self_other,1
5,mentalizing,20
5,mentalizing,8
5,mentalizing,12
6,likeability,19
6,likeability,18
6,likeability,12
7,self_other,4
7,self_other,6
7,self_other,2
8,likeability,1
8,likeability,21
8,likeability,11
9,mentalizing,3
9,mentalizing,21
9,mentalizing,9
10,self_other,16
10,self_other,7
10,self_other,8
11,likeability,14
11,likeability,13
11,likeability,3
12,self_other,15
12,self_other,14
12,self_other,21
13,likeability,4
13,likeability,9
13,likeability,16
14,self_other,9
14,self_other,19
14,self_other,11
15,mentalizing,2
15,mentalizing,13
15,mentalizing,5
16,likeability,2
16,likeability,10
16,likeability,7
17,self_other,17
17,self_other,13
17,self_other,3
18,mentalizing,16
18,mentalizing,4
18,mentalizing,1
19,likeability,17
19,likeability,15
19,likeability,5
20,mentalizing,19
20,mentalizing,14
20,mentalizing,18
21,self_other,5
21,self_other,20
21,self_other,18
