block_order,judgment,video_id
1,self_other,13
1,self_other,3
1,self_other,17
2,likeability,17
2,likeability,5
2,likeability,15
3,mentalizing,10
3,mentalizing,15
3,mentalizing,11
4,likeability,21
4,likeability,11
4,likeability,1
5,self_other,21
5,self_other,14
5,self_other,15
6,mentalizing,6
6,mentalizing,17
6,mentalizing,7
7,self_other,16
7,self_other,8
7,self_other,7
8,mentalizing,20
8,mentalizing,8
8,mentalizing,12
9,self_other,5
9,self_other,18
9,self_other,20
10,mentalizing,21
10,mentalizing,9
10,mentalizing,3
11,self_other,1
11,self_other,10
11,self_other,12
12,likeability,6
12,likeability,20
12,likeability,8
13,mentalizing,13
13,mentalizing,5
13,mentalizing,2
14,self_other,11
14,self_other,19
14,self_other,9
15,likeability,19
15,likeability,18
15,likeability,12
16,self_other,4
16,self_other,2
16,self_other,6
17,likeability,2
17,likeability,10
17,likeability,7
18,mentalizing,4
18,mentalizing,16
18,mentalizing,1
19,likeability,16
19,likeability,4
19,likeability,9
20,mentalizing,19
20,mentalizing,14
20,mentalizing,18
21,likeability,14
21,likeability,3
21,likeability,13
