block_order,judgment,video_id
1,mentalizing,11
1,mentalizing,15
1,mentalizing,10
2,likeability,15
2,likeability,5
2,likeability,17
3,self_other,5
3,self_other,20
3,self_other,18
4,mentalizing,7
4,mentalizing,17
4,mentalizing,6
5,likeability,4
5,likeability,9
5,likeability,16
6,self_other,8
6,self_other,16
6,self_other,7
7,likeability,21
7,likeability,11
7,likeability,1
8,mentalizing,20
8,mentalizing,8
8,mentalizing,12
9,self_other,2
9,self_other,4
9,self_other,6
10,likeability,3
10,likeability,13
10,likeability,14
11,mentalizing,9
11,mentalizing,3
11,mentalizing,21
12,self_other,1
12,self_other,12
12,self_other,10
13,likeability,20
13,likeability,6
13,likeability,8
14,self_other,11
14,self_other,9
14,self_other,19
15,likeability,10
15,likeability,2
15,likeability,7
16,mentalizing,2
16,mentalizing,5
16,mentalizing,13
17,self_other,14
17,self_other,21
17,self_other,15
18,likeability,12
18,likeability,19
18,likeability,18
19,mentalizing,4
19,mentalizing,16
19,mentalizing,1
20,self_other,13
20,self_other,3
20,self_other,17
21,mentalizing,14
21,mentalizing,19
21,mentalizing,18
