block_order,judgment,video_id
1,likeability,16
1,likeability,4
1,likeability,9
2,mentalizing,11
2,mentalizing,15
2,mentalizing,10
3,likeability,13
3,likeability,14
3,likeability,3
4,mentalizing,6
4,mentalizing,17
4,mentalizing,7
5,self_other,18
5,self_other,5
5,self_other,20
6,mentalizing,12
6,mentalizing,8
6,mentalizing,20
7,self_other,9
7,self_other,11
7,self_other,19
8,likeability,6
8,likeability,8
8,likeability,20
9,self_other,7
9,self_other,8
9,self_other,16
10,likeability,7
10,likeability,2
10,likeability,10
11,self_other,13
11,self_other,17
11,self_other,3
12,mentalizing,3
12,mentalizing,9
12,mentalizing,21
13,self_other,4
13,self_other,2
13,self_other,6
14,mentalizing,5
14,mentalizing,2
14,mentalizing,13
15,likeability,11
15,likeability,21
15,likeability,1
16,self_other,1
16,self_other,10
16,self_other,12
17,likeability,17
17,likeability,5
17,likeability,15
18,mentalizing,1
18,mentalizing,16
18,mentalizing,4
19,likeability,12
19,likeability,18
19,likeability,19
20,self_other,15
20,self_other,21
20,self_other,14
21,mentalizing,19
21,mentalizing,18
21,mentalizing,14
