block_order,judgment,video_id
1,likeability,14
1,likeability,13
1,likeability,3
2,mentalizing,11
2,mentalizing,15
2,mentalizing,10
3,self_other,13
3,self_other,3
3,self_other,17
4,mentalizing,17
4,mentalizing,6
4,mentalizing,7
5,self_other,1
5,self_other,12
5,self_other,10
6,likeability,2
6,likeability,7
6,likeability,10
7,self_other,2
7,self_other,4
7,self_other,6
8,likeability,8
8,likeability,6
8,likeability,20
9,mentalizing,8
9,mentalizing,20
9,mentalizing,12
10,self_other,7
10,self_other,16
10,self_other,8
11,likeability,18
11,likeability,12
11,likeability,19
12,mentalizing,9
12,mentalizing,21
12,mentalizing,3
13,self_other,11
13,self_other,19
13,self_other,9
14,mentalizing,2
14,mentalizing,5
14,mentalizing,13
15,likeability,17
15,likeability,5
15,likeability,15
16,mentalizing,16
16,mentalizing,1
16,mentalizing,4
17,likeability,11
17,likeability,1
17,likeability,21
18,self_other,5
18,self_other,20
18,self_other,18
19,mentalizing,18
19,mentalizing,19
19,mentalizing,14
20,likeability,16
20,likeability,4
20,likeability,9
21,self_other,15
21,self_other,14
21,self_other,21
