block_order,judgment,video_id
1,mentalizing,10
1,mentalizing,15
1,mentalizing,11
2,likeability,3
2,likeability,14
2,likeability,13
3,self_other,19
3,self_other,11
3,self_other,9
4,likeability,1
4,likeability,11
4,likeability,21
5,self_other,7
5,self_other,8
5,self_other,16
6,mentalizing,17
6,mentalizing,6
6,mentalizing,7
7,likeability,6
7,likeability,20
7,likeability,8
8,mentalizing,20
8,mentalizing,12
8,mentalizing,8
9,likeability,17
9,likeability,15
9,likeability,5
10,mentalizing,21
10,mentalizing,9
10,mentalizing,3
11,self_other,13
11,self_other,17
11,self_other,3
12,mentalizing,5
12,mentalizing,13
12,mentalizing,2
13,self_other,12
13,self_other,10
13,self_other,1
14,likeability,12
14,likeability,19
14,likeability,18
15,self_other,6
15,self_other,2
15,self_other,4
16,likeability,7
16,likeability,2
16,likeability,10
17,self_other,18
17,self_other,20
17,self_other,5
18,mentalizing,4
18,mentalizing,16
18,mentalizing,1
19,likeability,9
19,likeability,16
19,likeability,4
20,mentalizing,14
20,mentalizing,18
20,mentalizing,19
21,self_other,14
21,self_other,15
21,self_other,21
