block_order,judgment,video_id
1,mentalizing,10
1,mentalizing,15
1,mentalizing,11
2,self_other,14
2,self_other,21
2,self_other,15
3,likeability,19
3,likeability,12
3,likeability,18
4,mentalizing,6
4,mentalizing,17
4,mentalizing,7
5,self_other,10
5,self_other,1
5,self_other,12
6,likeability,10
6,likeability,7
6,likeability,2
7,self_other,8
7,self_other,7
7,self_other,16
8,likeability,3
8,likeability,14
8,likeability,13
9,mentalizing,20
9,mentalizing,8
9,mentalizing,12
10,self_other,5
10,self_other,18
10,self_other,20
11,mentalizing,21
11,mentalizing,9
11,mentalizing,3
12,likeability,9
12,likeability,4
12,likeability,16
13,mentalizing,2
13,mentalizing,13
13,mentalizing,5
14,likeability,1
14,likeability,11
14,likeability,21
15,self_other,17
15,self_other,3
15,self_other,13
16,mentalizing,4
16,mentalizing,16
16,mentalizing,1
17,self_other,4
17,self_other,6
17,self_other,2
18,mentalizing,14
18,mentalizing,19
18,mentalizing,18
19,likeability,15
19,likeability,5
19,likeability,17
20,self_other,9
20,self_other,11
20,self_other,19
21,likeability,20
21,likeability,6
21,likeability,8
