block_order,judgment,video_id
1,likeability,20
1,likeability,8
1,likeability,6
2,mentalizing,10
2,mentalizing,15
2,mentalizing,11
3,self_other,7
3,self_other,8
3,self_other,16
4,mentalizing,17
4,mentalizing,7
4,mentalizing,6
5,likeability,21
5,likeability,11
5,likeability,1
6,mentalizing,8
6,mentalizing,20
6,mentalizing,12
7,self_other,15
7,self_other,21
7,self_other,14
8,likeability,15
8,likeability,17
8,likeability,5
9,mentalizing,21
9,mentalizing,3
9,mentalizing,9
10,self_other,20
10,self_other,5
10,self_other,18
11,mentalizing,13
11,mentalizing,5
11,mentalizing,2
12,self_other,3
12,self_other,13
12,self_other,17
13,likeability,2
13,likeability,7
13,likeability,10
14,self_other,4
14,self_other,6
14,self_other,2
15,mentalizing,1
15,mentalizing,16
15,mentalizing,4
16,likeability,3
16,likeability,13
16,likeability,14
17,mentalizing,19
17,mentalizing,18
17,mentalizing,14
18,self_other,19
18,self_other,9
18,self_other,11
19,likeability,4
19,likeability,16
19,likeability,9
20,self_other,1
20,self_other,12
20,self_other,10
21,likeability,19
21,likeability,18
21,likeability,12
