block_order,judgment,video_id
1,self_other,7
1,self_other,8
1,self_other,16
2,mentalizing,15
2,mentalizing,10
2,mentalizing,11
3,likeability,21
3,likeability,11
3,likeability,1
4,self_other,17
4,self_other,3
4,self_other,13
5,likeability,20
5,likeability,6
5,likeability,8
6,mentalizing,6
6,mentalizing,17
6,mentalizing,7
7,self_other,21
7,self_other,15
7,self_other,14
8,mentalizing,12
8,mentalizing,8
8,mentalizing,20
9,self_other,18
9,self_other,5
9,self_other,20
10,mentalizing,21
10,mentalizing,3
10,mentalizing,9
11,self_other,4
11,self_other,6
11,self_other,2
12,likeability,2
12,likeability,7
12,likeability,10
13,self_other,19
13,self_other,9
13,self_other,11
14,mentalizing,5
14,mentalizing,2
14,mentalizing,13
15,likeability,19
15,likeability,12
15,likeability,18
16,mentalizing,4
16,mentalizing,16
16,mentalizing,1
17,likeability,16
17,likeability,9
17,likeability,4
18,mentalizing,14
18,mentalizing,18
18,mentalizing,19
19,likeability,13
19,likeability,3
19,likeability,14
20,self_other,1
20,self_other,10
20,self_other,12
21,likeability,17
21,likeability,5
21,likeability,15
