block_order,judgment,video_id
1,likeability,10
1,likeability,7
1,likeability,2
2,self_other,14
2,self_other,21
2,self_other,15
3,mentalizing,10
3,mentalizing,11
3,mentalizing,15
4,likeability,6
4,likeability,20
4,likeability,8
5,self_other,11
5,self_other,9
5,self_other,19
6,mentalizing,7
6,mentalizing,6
6,mentalizing,17
7,likeability,21
7,likeability,11
7,likeability,1
8,mentalizing,12
8,mentalizing,8
8,mentalizing,20
9,self_other,10
9,self_other,1
9,self_other,12
10,likeability,9
10,likeability,4
10,likeability,16
11,mentalizing,21
11,mentalizing,3
11,mentalizing,9
12,self_other,17
12,self_other,13
12,self_other,3
13,likeability,3
13,likeability,13
13,likeability,14
14,mentalizing,13
14,mentalizing,5
14,mentalizing,2
15,self_other,6
15,self_other,2
15,self_other,4
16,likeability,12
16,likeability,18
16,likeability,19
17,self_other,5
17,self_other,20
17,self_other,18
18,mentalizing,1
18,mentalizing,4
18,mentalizing,16
19,self_other,8
19,self_other,7
19,self_other,16
20,likeability,17
20,likeability,5
20,likeability,15
21,mentalizing,18
21,mentalizing,19
21,mentalizing,14
