block_order,judgment,video_id
1,self_other,11
1,self_other,19
1,self_other,9
2,likeability,12
2,likeability,18
2,likeability,19
3,mentalizing,15
3,mentalizing,11
3,mentalizing,10
4,likeability,11
4,likeability,21
4,likeability,1
5,self_other,7
5,self_other,8
5,self_other,16
6,mentalizing,17
6,mentalizing,7
6,mentalizing,6
7,self_other,13
7,self_other,3
7,self_other,17
8,likeability,8
8,likeability,20
8,likeability,6
9,mentalizing,20
9,mentalizing,8
9,mentalizing,12
10,self_other,5
10,self_other,20
10,self_other,18
11,likeability,14
11,likeability,13
11,likeability,3
12,self_other,21
12,self_other,15
12,self_other,14
13,mentalizing,3
13,mentalizing,21
13,mentalizing,9
14,likeability,5
14,likeability,17
14,likeability,15
15,self_other,2
15,self_other,4
15,self_other,6
16,mentalizing,13
16,mentalizing,5
16,mentalizing,2
17,likeability,16
17,likeability,9
17,likeability,4
18,self_other,1
18,self_other,12
18,self_other,10
19,mentalizing,4
19,mentalizing,16
19,mentalizing,1
20,likeability,7
20,likeability,2
20,likeability,10
21,mentalizing,18
21,mentalizing,14
21,mentalizing,19
