block_order,judgment,video_id
1,self_other,15
1,self_other,14
1,self_other,21
2,likeability,17
2,likeability,15
2,likeability,5
3,mentalizing,15
3,mentalizing,10
3,mentalizing,11
4,self_other,20
4,self_other,18
4,self_other,5
5,likeability,13
5,likeability,14
5,likeability,3
6,mentalizing,6
6,mentalizing,7
6,mentalizing,17
7,likeability,2
7,likeability,10
7,likeability,7
8,self_other,3
8,self_other,17
8,self_other,13
9,likeability,6
9,likeability,8
9,likeability,20
10,mentalizing,8
10,mentalizing,20
10,mentalizing,12
11,likeability,4
11,likeability,9
11,likeability,16
12,self_other,10
12,self_other,12
12,self_other,1
13,mentalizing,3
13,mentalizing,21
13,mentalizing,9
14,likeability,1
14,likeability,11
14,likeability,21
15,self_other,16
15,self_other,8
15,self_other,7
16,mentalizing,2
16,mentalizing,5
16,mentalizing,13
17,likeability,19
17,likeability,18
17,likeability,12
18,mentalizing,1
18,mentalizing,16
18,mentalizing,4
19,self_other,2
19,self_other,4
19,self_other,6
20,mentalizing,14
20,mentalizing,19
20,mentalizing,18
21,self_other,11
21,self_other,19
21,self_other,9
