block_order,judgment,video_id
1,self_other,3
1,self_other,17
1,self_other,13
2,likeability,5
2,likeability,17
2,likeability,15
3,self_other,11
3,self_other,9
3,self_other,19
4,mentalizing,10
4,mentalizing,11
4,mentalizing,15
5,likeability,13
5,likeability,3
5,likeability,14
6,mentalizing,6
6,mentalizing,7
6,mentalizing,17
7,self_other,16
7,self_other,7
7,self_other,8
8,likeability,12
8,likeability,18
8,likeability,19
9,self_other,5
9,self_other,20
9,self_other,18
10,likeability,11
10,likeability,1
10,likeability,21
11,mentalizing,20
11,mentalizing,12
11,mentalizing,8
12,self_other,4
12,self_other,2
12,self_other,6
13,mentalizing,3
13,mentalizing,21
13,mentalizing,9
14,self_other,12
14,self_other,1
14,self_other,10
15,likeability,2
15,likeability,7
15,likeability,10
16,self_other,21
16,self_other,14
16,self_other,15
17,mentalizing,13
17,mentalizing,2
17,mentalizing,5
18,likeability,4
18,likeability,16
18,likeability,9
19,mentalizing,4
19,mentalizing,16
19,mentalizing,1
20,likeability,20
20,likeability,6
20,likeability,8
21,mentalizing,18
21,mentalizing,14
21,mentalizing,19
