block_order,judgment,video_id
1,likeability,8
1,likeability,6
1,likeability,20
2,mentalizing,11
2,mentalizing,15
2,mentalizing,10
3,likeability,3
3,likeability,13
3,likeability,14
4,mentalizing,7
4,mentalizing,6
4,mentalizing,17
5,likeability,11
5,likeability,1
5,likeability,21
6,mentalizing,20
6,mentalizing,12
6,mentalizing,8
7,self_other,8
7,self_other,16
7,self_other,7
8,likeability,17
8,likeability,5
8,likeability,15
9,self_other,18
9,self_other,5
9,self_other,20
10,mentalizing,9
10,mentalizing,21
10,mentalizing,3
11,self_other,1
11,self_other,10
11,self_other,12
12,mentalizing,2
12,mentalizing,5
12,mentalizing,13
13,likeability,4
13,likeability,16
13,likeability,9
14,self_other,17
14,self_other,3
14,self_other,13
15,likeability,18
15,likeability,19
15,likeability,12
16,self_other,15
16,self_other,21
16,self_other,14
17,mentalizing,16
17,mentalizing,1
17,mentalizing,4
18,self_other,2
18,self_other,6
18,self_other,4
19,mentalizing,18
19,mentalizing,14
19,mentalizing,19
20,self_other,11
20,self_other,19
20,self_other,9
21,likeability,10
21,likeability,7
21,likeability,2
