block_order,judgment,video_id
1,mentalizing,15
1,mentalizing,10
1,mentalizing,11
2,likeability,2
2,likeability,10
2,likeability,7
3,self_other,14
3,self_other,21
3,self_other,15
4,mentalizing,6
4,mentalizing,7
4,mentalizing,17
5,likeability,3
5,likeability,14
5,likeability,13
6,mentalizing,8
6,mentalizing,12
6,mentalizing,20
7,self_other,7
7,self_other,8
7,self_other,16
8,mentalizing,9
8,mentalizing,21
8,mentalizing,3
9,likeability,16
9,likeability,9
9,likeability,4
10,self_other,2
10,self_other,6
10,self_other,4
11,likeability,11
11,likeability,21
11,likeability,1
12,self_other,18
12,self_other,5
12,self_other,20
13,mentalizing,13
13,mentalizing,5
13,mentalizing,2
14,self_other,10
14,self_other,12
14,self_other,1
15,mentalizing,1
15,mentalizing,16
15,mentalizing,4
16,likeability,18
16,likeability,19
16,likeability,12
17,mentalizing,18
17,mentalizing,19
17,mentalizing,14
18,self_other,9
18,self_other,11
18,self_other,19
19,likeability,8
19,likeability,20
19,likeability,6
20,self_other,17
20,self_other,13
20,self_other,3
21,likeability,5
21,likeability,15
21,likeability,17
