block_order,judgment,video_id
1,mentalizing,10
1,mentalizing,11
1,mentalizing,15
2,self_other,4
2,self_other,6
2,self_other,2
3,mentalizing,6
3,mentalizing,17
3,mentalizing,7
4,likeability,15
4,likeability,5
4,likeability,17
5,self_other,20
5,self_other,5
5,self_other,18
6,mentalizing,12
6,mentalizing,20
6,mentalizing,8
7,self_other,10
7,self_other,1
7,self_other,12
8,mentalizing,9
8,mentalizing,21
8,mentalizing,3
9,likeability,12
9,likeability,19
9,likeability,18
10,self_other,21
10,self_other,15
10,self_other,14
11,likeability,21
11,likeability,11
11,likeability,1
12,self_other,11
12,self_other,19
12,self_other,9
13,likeability,9
13,likeability,4
13,likeability,16
14,mentalizing,13
14,mentalizing,2
14,mentalizing,5
15,likeability,13
15,likeability,3
15,likeability,14
16,mentalizing,1
16,mentalizing,16
16,mentalizing,4
17,likeability,2
17,likeability,10
17,likeability,7
18,self_other,3
18,self_other,17
18,self_other,13
19,mentalizing,18
19,mentalizing,14
19,mentalizing,19
20,likeability,6
20,likeability,20
20,likeability,8
21,self_other,7
21,self_other,16
21,self_other,8
