block_order,judgment,video_id
1,mentalizing,10
1,mentalizing,11
1,mentalizing,15
2,self_other,17
2,self_other,3
2,self_other,13
3,likeability,10
3,likeability,7
3,likeability,2
4,self_other,9
4,self_other,19
4,self_other,11
5,likeability,18
5,likeability,19
5,likeability,12
6,self_other,12
6,self_other,10
6,self_other,1
7,likeability,15
7,likeability,17
7,likeability,5
8,self_other,14
8,self_other,21
8,self_other,15
9,mentalizing,7
9,mentalizing,17
9,mentalizing,6
10,likeability,11
10,likeability,1
10,likeability,21
11,self_other,8
11,self_other,7
11,self_other,16
12,mentalizing,8
12,mentalizing,12
12,mentalizing,20
13,likeability,4
13,likeability,9
13,likeability,16
14,mentalizing,21
14,mentalizing,3
14,mentalizing,9
15,likeability,20
15,likeability,6
15,likeability,8
16,mentalizing,13
16,mentalizing,2
16,mentalizing,5
17,self_other,6
17,self_other,4
17,self_other,2
18,mentalizing,16
18,mentalizing,4
18,mentalizing,1
19,likeability,3
19,likeability,13
19,likeability,14
20,self_other,18
20,self_other,5
20,self_other,20
21,mentalizing,19
21,mentalizing,14
21,mentalizing,18
