block_order,judgment,video_id
1,mentalizing,15
1,mentalizing,10
1,mentalizing,11
2,likeability,17
2,likeability,15
2,likeability,5
3,mentalizing,7
3,mentalizing,17
3,mentalizing,6
4,self_other,3
4,self_other,13
4,self_other,17
5,likeability,8
5,likeability,6
5,likeability,20
6,mentalizing,8
6,mentalizing,12
6,mentalizing,20
7,self_other,16
7,self_other,7
7,self_other,8
8,likeability,9
8,likeability,16
8,likeability,4
9,self_other,12
9,self_other,10
9,self_other,1
10,mentalizing,9
10,mentalizing,21
10,mentalizing,3
11,self_other,9
11,self_other,19
11,self_other,11
12,likeability,10
12,likeability,2
12,likeability,7
13,self_other,18
13,self_other,5
13,self_other,20
14,mentalizing,2
14,mentalizing,13
14,mentalizing,5
15,self_other,2
15,self_other,6
15,self_other,4
16,likeability,14
16,likeability,13
16,likeability,3
17,mentalizing,4
17,mentalizing,16
17,mentalizing,1
18,likeability,1
18,likeability,11
18,likeability,21
19,self_other,15
19,self_other,21
19,self_other,14
20,likeability,19
20,likeability,18
20,likeability,12
21,mentalizing,19
21,mentalizing,14
21,mentalizing,18
