block_order,judgment,video_id
1,self_other,9
1,self_other,19
1,self_other,11
2,mentalizing,10
2,mentalizing,11
2,mentalizing,15
3,likeability,16
3,likeability,4
3,likeability,9
4,mentalizing,17
4,mentalizing,6
4,mentalizing,7
5,likeability,7
5,likeability,2
5,likeability,10
6,mentalizing,12
6,mentalizing,8
6,mentalizing,20
7,self_other,13
7,self_other,17
7,self_other,3
8,likeability,17
8,likeability,15
8,likeability,5
9,mentalizing,3
9,mentalizing,9
9,mentalizing,21
10,likeability,11
10,likeability,21
10,likeability,1
11,self_other,18
11,self_other,20
11,self_other,5
12,mentalizing,13
12,mentalizing,2
12,mentalizing,5
13,self_other,6
13,self_other,4
13,self_other,2
14,mentalizing,16
14,mentalizing,1
14,mentalizing,4
15,self_other,10
15,self_other,1
15,self_other,12
16,likeability,12
16,likeability,19
16,likeability,18
17,mentalizing,19
17,mentalizing,14
17,mentalizing,18
18,likeability,13
18,likeability,14
18,likeability,3
19,self_other,21
19,self_other,14
19,self_other,15
20,likeability,6
20,likeability,8
20,likeability,20
21,self_other,8
21,self_other,7
21,self_other,16
