block_order,judgment,video_id
1,likeability,8
1,likeability,6
1,likeability,20
2,mentalizing,11
2,mentalizing,15
2,mentalizing,10
3,likeability,21
3,likeability,1
3,likeability,11
4,mentalizing,6
4,mentalizing,17
4,mentalizing,7
5,self_other,12
5,self_other,10
5,self_other,1
6,mentalizing,20
6,mentalizing,12
6,mentalizing,8
7,self_other,18
7,self_other,5
7,self_other,20
8,likeability,2
8,likeability,7
8,likeability,10
9,mentalizing,21
9,mentalizing,9
9,mentalizing,3
10,self_other,17
10,self_other,3
10,self_other,13
11,likeability,19
11,likeability,18
11,likeability,12
12,self_other,6
12,self_other,4
12,self_other,2
13,mentalizing,2
13,mentalizing,5
13,mentalizing,13
14,self_other,8
14,self_other,16
14,self_other,7
15,likeability,13
15,likeability,3
15,likeability,14
16,self_other,19
16,self_other,11
16,self_other,9
17,mentalizing,16
17,mentalizing,1
17,mentalizing,4
18,likeability,16
18,likeability,9
18,likeability,4
19,mentalizing,18
19,mentalizing,14
19,mentalizing,19
20,likeability,15
20,likeability,5
20,likeability,17
21,self_other,21
21,self_other,15
21,self_other,14
