block_order,judgment,video_id
1,mentalizing,10
1,mentalizing,11
1,mentalizing,15
2,likeability,14
2,likeability,3
2,likeability,13
3,self_other,17
3,self_other,13
3,self_other,3
4,mentalizing,7
4,mentalizing,6
4,mentalizing,17
5,likeability,11
5,likeability,1
5,likeability,21
6,self_other,20
6,self_other,5
6,self_other,18
7,mentalizing,8
7,mentalizing,20
7,mentalizing,12
8,self_other,14
8,self_other,15
8,self_other,21
9,mentalizing,9
9,mentalizing,3
9,mentalizing,21
10,likeability,18
10,likeability,12
10,likeability,19
11,self_other,10
11,self_other,12
11,self_other,1
12,mentalizing,5
12,mentalizing,2
12,mentalizing,13
13,likeability,16
13,likeability,4
13,likeability,9
14,self_other,19
14,self_other,9
14,self_other,11
15,likeability,8
15,likeability,20
15,likeability,6
16,mentalizing,16
16,mentalizing,1
16,mentalizing,4
17,self_other,8
17,self_other,16
17,self_other,7
18,mentalizing,18
18,mentalizing,19
18,mentalizing,14
19,likeability,2
19,likeability,7
19,likeability,10
20,self_other,4
20,self_other,2
20,self_other,6
21,likeability,17
21,likeability,5
21,likeability,15
