block_order,judgment,video_id
1,mentalizing,11
1,mentalizing,10
1,mentalizing,15
2,likeability,12
2,likeability,19
2,likeability,18
3,self_other,3
3,self_other,13
3,self_other,17
4,mentalizing,17
4,mentalizing,7
4,mentalizing,6
5,likeability,1
5,likeability,21
5,likeability,11
6,self_other,4
6,self_other,6
6,self_other,2
7,likeability,13
7,likeability,3
7,likeability,14
8,self_other,7
8,self_other,16
8,self_other,8
9,mentalizing,8
9,mentalizing,20
9,mentalizing,12
10,self_other,12
10,self_other,10
10,self_other,1
11,mentalizing,21
11,mentalizing,9
11,mentalizing,3
12,self_other,5
12,self_other,18
12,self_other,20
13,likeability,6
13,likeability,8
13,likeability,20
14,mentalizing,5
14,mentalizing,13
14,mentalizing,2
15,likeability,10
15,likeability,7
15,likeability,2
16,self_other,14
16,self_other,15
16,self_other,21
17,mentalizing,16
17,mentalizing,1
17,mentalizing,4
18,likeability,16
18,likeability,4
18,likeability,9
19,mentalizing,18
19,mentalizing,14
19,mentalizing,19
20,self_other,9
20,self_other,19
20,self_other,11
21,likeability,15
21,likeability,17
21,likeability,5
