block_order,judgment,video_id
1,likeability,7
1,likeability,10
1,likeability,2
2,self_other,4
2,self_other,6
2,self_other,2
3,mentalizing,10
3,mentalizing,15
3,mentalizing,11
4,likeability,15
4,likeability,17
4,likeability,5
5,mentalizing,17
5,mentalizing,7
5,mentalizing,6
6,likeability,9
6,likeability,4
6,likeability,16
7,self_other,17
7,self_other,13
7,self_other,3
8,mentalizing,8
8,mentalizing,20
8,mentalizing,12
9,likeability,3
9,likeability,14
9,likeability,13
10,self_other,16
10,self_other,8
10,self_other,7
11,mentalizing,21
11,mentalizing,9
11,mentalizing,3
12,self_other,1
12,self_other,10
12,self_other,12
13,mentalizing,2
13,mentalizing,13
13,mentalizing,5
14,likeability,18
14,likeability,12
14,likeability,19
15,self_other,9
15,self_other,11
15,self_other,19
16,mentalizing,1
16,mentalizing,4
16,mentalizing,16
17,likeability,11
17,likeability,21
17,likeability,1
18,self_other,5
18,self_other,18
18,self_other,20
19,mentalizing,14
19,mentalizing,18
19,mentalizing,19
20,likeability,20
20,likeability,6
20,likeability,8
21,self_other,15
21,self_other,14
21,self_other,21
