block_order,judgment,video_id
1,self_other,10
1,self_other,12
1,self_other,1
2,mentalizing,11
2,mentalizing,15
2,mentalizing,10
3,likeability,1
3,likeability,11
3,likeability,21
4,mentalizing,7
4,mentalizing,17
4,mentalizing,6
5,likeability,2
5,likeability,10
5,likeability,7
6,mentalizing,8
6,mentalizing,12
6,mentalizing,20
7,likeability,6
7,likeability,20
7,likeability,8
8,self_other,20
8,self_other,5
8,self_other,18
9,likeability,14
9,likeability,13
9,likeability,3
10,mentalizing,21
10,mentalizing,3
10,mentalizing,9
11,self_other,14
11,self_other,15
11,self_other,21
12,likeability,18
12,likeability,12
12,likeability,19
13,self_other,6
13,self_other,4
13,self_other,2
14,mentalizing,13
14,mentalizing,2
14,mentalizing,5
15,self_other,9
15,self_other,19
15,self_other,11
16,likeability,17
16,likeability,5
16,likeability,15
17,self_other,3
17,self_other,13
17,self_other,17
18,mentalizing,16
18,mentalizing,4
18,mentalizing,1
19,self_other,16
19,self_other,8
19,self_other,7
20,likeability,16
20,likeability,4
20,likeability,9
21,mentalizing,18
21,mentalizing,19
21,mentalizing,14
