block_order,judgment,video_id
1,self_other,16
1,self_other,7
1,self_other,8
2,likeability,19
2,likeability,18
2,likeability,12
3,mentalizing,11
3,mentalizing,15
3,mentalizing,10
4,likeability,16
4,likeability,9
4,likeability,4
5,self_other,9
5,self_other,19
5,self_other,11
6,mentalizing,7
6,mentalizing,17
6,mentalizing,6
7,likeability,13
7,likeability,14
7,likeability,3
8,self_other,12
8,self_other,1
8,self_other,10
9,mentalizing,20
9,mentalizing,12
9,mentalizing,8
10,likeability,2
10,likeability,7
10,likeability,10
11,mentalizing,21
11,mentalizing,3
11,mentalizing,9
12,self_other,20
12,self_other,5
12,self_other,18
13,likeability,8
13,likeability,20
13,likeability,6
14,self_other,17
14,self_other,3
14,self_other,13
15,likeability,5
15,likeability,17
15,likeability,15
16,self_other,6
16,self_other,2
16,self_other,4
17,mentalizing,13
17,mentalizing,2
17,mentalizing,5
18,self_other,21
18,self_other,14
18,self_other,15
19,mentalizing,1
19,mentalizing,4
19,mentalizing,16
20,likeability,1
20,likeability,11
20,likeability,21
21,mentalizing,19
21,mentalizing,14
21,mentalizing,18
