block_order,judgment,video_id
1,likeability,19
1,likeability,12
1,likeability,18
2,self_other,19
2,self_other,9
2,self_other,11
3,mentalizing,10
3,mentalizing,15
3,mentalizing,11
4,self_other,4
4,self_other,6
4,self_other,2
5,mentalizing,17
5,mentalizing,7
5,mentalizing,6
6,likeability,6
6,likeability,20
6,likeability,8
7,mentalizing,12
7,mentalizing,8
7,mentalizing,20
8,self_other,20
8,self_other,5
8,self_other,18
9,likeability,9
9,likeability,16
9,likeability,4
10,mentalizing,21
10,mentalizing,3
10,mentalizing,9
11,likeability,17
11,likeability,5
11,likeability,15
12,mentalizing,13
12,mentalizing,5
12,mentalizing,2
13,self_other,16
13,self_other,7
13,self_other,8
14,mentalizing,1
14,mentalizing,16
14,mentalizing,4
15,self_other,21
15,self_other,14
15,self_other,15
16,likeability,14
16,likeability,3
16,likeability,13
17,self_other,17
17,self_other,13
17,self_other,3
18,likeability,21
18,likeability,11
18,likeability,1
19,mentalizing,19
19,mentalizing,18
19,mentalizing,14
20,likeability,10
20,likeability,7
20,likeability,2
21,self_other,1
21,self_other,12
21,self_other,10
