block_order,judgment,video_id
1,self_other,16
1,self_other,8
1,self_other,7
2,mentalizing,15
2,mentalizing,11
2,mentalizing,10
3,likeability,21
3,likeability,1
3,likeability,11
4,mentalizing,17
4,mentalizing,7
4,mentalizing,6
5,self_other,3
5,self_other,17
5,self_other,13
6,mentalizing,12
6,mentalizing,8
6,mentalizing,20
7,self_other,9
7,self_other,11
7,self_other,19
8,likeability,19
8,likeability,12
8,likeability,18
9,mentalizing,3
9,mentalizing,9
9,mentalizing,21
10,likeability,20
10,likeability,8
10,likeability,6
11,mentalizing,13
11,mentalizing,2
11,mentalizing,5
12,likeability,17
12,likeability,15
12,likeability,5
13,mentalizing,1
13,mentalizing,16
13,mentalizing,4
14,likeability,13
14,likeability,14
14,likeability,3
15,self_other,18
15,self_other,20
15,self_other,5
16,likeability,7
16,likeability,10
16,likeability,2
17,self_other,12
17,self_other,10
17,self_other,1
18,mentalizing,19
18,mentalizing,18
18,mentalizing,14
19,self_other,21
19,self_other,15
19,self_other,14
20,likeability,4
20,likeability,9
20,likeability,16
21,self_other,2
21,self_other,6
21,self_other,4
