block_order,judgment,video_id
1,mentalizing,10
1,mentalizing,11
1,mentalizing,15
2,likeability,7
2,likeability,2
2,likeability,10
3,self_other,14
3,self_other,21
3,self_other,15
4,likeability,18
4,likeability,19
4,likeability,12
5,self_other,12
5,self_other,10
5,self_other,1
6,mentalizing,7
6,mentalizing,6
6,mentalizing,17
7,self_other,8
7,self_other,7
7,self_other,16
8,mentalizing,8
8,mentalizing,12
8,mentalizing,20
9,self_other,19
9,self_other,11
9,self_other,9
10,likeability,21
10,likeability,11
10,likeability,1
11,self_other,5
11,self_other,18
11,self_other,20
12,likeability,13
12,likeability,14
12,likeability,3
13,mentalizing,21
13,mentalizing,9
13,mentalizing,3
14,likeability,20
14,likeability,8
14,likeability,6
15,mentalizing,5
15,mentalizing,2
15,mentalizing,13
16,likeability,16
16,likeability,4
16,likeability,9
17,mentalizing,1
17,mentalizing,16
17,mentalizing,4
18,self_other,6
18,self_other,2
18,self_other,4
19,mentalizing,14
19,mentalizing,19
19,mentalizing,18
20,self_other,13
20,self_other,3
20,self_other,17
21,likeability,15
21,likeability,17
21,likeability,5
