block_order,judgment,video_id
1,likeability,15
1,likeability,17
1,likeability,5
2,self_other,17
2,self_other,13
2,self_other,3
3,likeability,6
3,likeability,20
3,likeability,8
4,mentalizing,10
4,mentalizing,11
4,mentalizing,15
5,self_other,11
5,self_other,9
5,self_other,19
6,likeability,16
6,likeability,9
6,likeability,4
7,mentalizing,7
7,mentalizing,6
7,mentalizing,17
8,self_other,12
8,self_other,1
8,self_other,10
9,mentalizing,20
9,mentalizing,8
9,mentalizing,12
10,likeability,11
10,likeability,21
10,likeability,1
11,mentalizing,3
11,mentalizing,21
11,mentalizing,9
12,self_other,4
12,self_other,2
12,self_other,6
13,likeability,3
13,likeability,14
13,likeability,13
14,self_other,16
14,self_other,7
14,self_other,8
15,mentalizing,2
15,mentalizing,5
15,mentalizing,13
16,self_other,21
16,self_other,14
16,self_other,15
17,mentalizing,1
17,mentalizing,16
17,mentalizing,4
18,likeability,2
18,likeability,7
18,likeability,10
19,self_other,20
19,self_other,5
19,self_other,18
20,likeability,19
20,likeability,12
20,likeability,18
21,mentalizing,18
21,mentalizing,19
21,mentalizing,14
