block_order,judgment,video_id
1,likeability,17
1,likeability,5
1,likeability,15
2,mentalizing,10
2,mentalizing,15
2,mentalizing,11
3,likeability,2
3,likeability,10
3,likeability,7
4,self_other,6
4,self_other,4
4,self_other,2
5,mentalizing,6
5,mentalizing,17
5,mentalizing,7
6,self_other,10
6,self_other,1
6,self_other,12
7,mentalizing,8
7,mentalizing,12
7,mentalizing,20
8,likeability,9
8,likeability,4
8,likeability,16
9,self_other,16
9,self_other,7
9,self_other,8
10,mentalizing,21
10,mentalizing,3
10,mentalizing,9
11,likeability,21
11,likeability,11
11,likeability,1
12,mentalizing,5
12,mentalizing,2
12,mentalizing,13
13,self_other,14
13,self_other,21
13,self_other,15
14,likeability,6
14,likeability,20
14,likeability,8
15,self_other,19
15,self_other,9
15,self_other,11
16,likeability,18
16,likeability,19
16,likeability,12
17,mentalizing,16
17,mentalizing,1
17,mentalizing,4
18,self_other,5
18,self_other,18
18,self_other,20
19,likeability,13
19,likeability,14
19,likeability,3
20,self_other,13
20,self_other,3
20,self_other,17
21,mentalizing,14
21,mentalizing,18
21,mentalizing,19
