block_order,judgment,video_id
1,self_other,17
1,self_other,13
1,self_other,3
2,mentalizing,10
2,mentalizing,15
2,mentalizing,11
3,likeability,14
3,likeability,3
3,likeability,13
4,mentalizing,6
4,mentalizing,17
4,mentalizing,7
5,likeability,10
5,likeability,7
5,likeability,2
6,mentalizing,12
6,mentalizing,8
6,mentalizing,20
7,likeability,9
7,likeability,4
7,likeability,16
8,self_other,19
8,self_other,11
8,self_other,9
9,likeability,21
9,likeability,1
9,likeability,11
10,self_other,7
10,self_other,16
10,self_other,8
11,likeability,5
11,likeability,17
11,likeability,15
12,mentalizing,21
12,mentalizing,3
12,mentalizing,9
13,self_other,10
13,self_other,1
13,self_other,12
14,likeability,6
14,likeability,20
14,likeability,8
15,mentalizing,2
15,mentalizing,5
15,mentalizing,13
16,self_other,5
16,self_other,18
16,self_other,20
17,mentalizing,1
17,mentalizing,16
17,mentalizing,4
18,self_other,14
18,self_other,15
18,self_other,21
19,mentalizing,14
19,mentalizing,19
19,mentalizing,18
20,likeability,19
20,likeability,18
20,likeability,12
21,self_other,4
21,self_other,2
21,self_other,6
