block_order,judgment,video_id
1,self_other,20
1,self_other,18
1,self_other,5
2,likeability,9
2,likeability,4
2,likeability,16
3,mentalizing,10
3,mentalizing,11
3,mentalizing,15
4,self_other,6
4,self_other,2
4,self_other,4
5,mentalizing,7
5,mentalizing,17
5,mentalizing,6
6,self_other,3
6,self_other,13
6,self_other,17
7,likeability,11
7,likeability,21
7,likeability,1
8,mentalizing,20
8,mentalizing,8
8,mentalizing,12
9,likeability,7
9,likeability,2
9,likeability,10
10,self_other,16
10,self_other,7
10,self_other,8
11,mentalizing,21
11,mentalizing,3
11,mentalizing,9
12,self_other,21
12,self_other,15
12,self_other,14
13,likeability,6
13,likeability,20
13,likeability,8
14,self_other,12
14,self_other,1
14,self_other,10
15,likeability,17
15,likeability,5
15,likeability,15
16,mentalizing,2
16,mentalizing,13
16,mentalizing,5
17,self_other,9
17,self_other,19
17,self_other,11
18,mentalizing,4
18,mentalizing,16
18,mentalizing,1
19,likeability,18
19,likeability,19
19,likeability,12
20,mentalizing,18
20,mentalizing,14
20,mentalizing,19
21,likeability,13
21,likeability,14
21,likeability,3
