block_order,judgment,video_id
1,self_other,20
1,self_other,18
1,self_other,5
2,likeability,13
2,likeability,14
2,likeability,3
3,self_other,2
3,self_other,6
3,self_other,4
4,mentalizing,10
4,mentalizing,15
4,mentalizing,11
5,self_other,21
5,self_other,15
5,self_other,14
6,likeability,16
6,likeability,9
6,likeability,4
7,mentalizing,17
7,mentalizing,6
7,mentalizing,7
8,likeability,17
8,likeability,5
8,likeability,15
9,self_other,19
9,self_other,9
9,self_other,11
10,likeability,20
10,likeability,6
10,likeability,8
11,mentalizing,20
11,mentalizing,8
11,mentalizing,12
12,likeability,10
12,likeability,7
12,likeability,2
13,mentalizing,9
13,mentalizing,21
13,mentalizing,3
14,self_other,1
14,self_other,10
14,self_other,12
15,mentalizing,2
15,mentalizing,5
15,mentalizing,13
16,self_other,16
16,self_other,7
16,self_other,8
17,likeability,21
17,likeability,1
17,likeability,11
18,mentalizing,4
18,mentalizing,16
18,mentalizing,1
19,likeability,19
19,likeability,18
19,likeability,12
20,mentalizing,14
20,mentalizing,19
20,mentalizing,18
21,self_other,13
21,self_other,17
21,self_other,3
