block_order,judgment,video_id
1,likeability,13
1,likeability,14
1,likeability,3
2,mentalizing,10
2,mentalizing,11
2,mentalizing,15
3,self_other,14
3,self_other,15
3,self_other,21
4,likeability,9
4,likeability,16
4,likeability,4
5,mentalizing,7
5,mentalizing,17
5,mentalizing,6
6,likeability,20
6,likeability,6
6,likeability,8
7,mentalizing,20
7,mentalizing,12
7,mentalizing,8
8,likeability,19
8,likeability,18
8,likeability,12
9,self_other,19
9,self_other,9
9,self_other,11
10,mentalizing,3
10,mentalizing,21
10,mentalizing,9
11,self_other,4
11,self_other,6
11,self_other,2
12,mentalizing,13
12,mentalizing,5
12,mentalizing,2
13,self_other,20
13,self_other,18
13,self_other,5
14,likeability,1
14,likeability,11
14,likeability,21
15,self_other,1
15,self_other,10
15,self_other,12
16,mentalizing,16
16,mentalizing,4
16,mentalizing,1
17,self_other,16
17,self_other,7
17,self_other,8
18,likeability,5
18,likeability,15
18,likeability,17
19,self_other,13
19,self_other,3
19,self_other,17
20,likeability,10
20,likeability,2
20,likeability,7
21,mentalizing,14
21,mentalizing,19
21,mentalizing,18
