block_order,judgment,video_id
1,mentalizing,10
1,mentalizing,11
1,mentalizing,15
2,likeability,12
2,likeability,18
2,likeability,19
3,mentalizing,6
3,mentalizing,7
3,mentalizing,17
4,likeability,2
4,likeability,7
4,likeability,10
5,mentalizing,12
5,mentalizing,8
5,mentalizing,20
6,likeability,15
6,likeability,5
6,likeability,17
7,self_other,19
7,self_other,11
7,self_other,9
8,mentalizing,3
8,mentalizing,21
8,mentalizing,9
9,self_other,21
9,self_other,14
9,self_other,15
10,mentalizing,2
10,mentalizing,13
10,mentalizing,5
11,self_other,1
11,self_other,12
11,self_other,10
12,mentalizing,4
12,mentalizing,16
12,mentalizing,1
13,likeability,9
13,likeability,16
13,likeability,4
14,self_other,16
14,self_other,8
14,self_other,7
15,mentalizing,18
15,mentalizing,19
15,mentalizing,14
16,likeability,11
16,likeability,1
16,likeability,21
17,self_other,18
17,self_other,20
17,self_other,5
18,likeability,13
18,likeability,14
18,likeability,3
19,self_other,17
19,self_other,3
19,self_other,13
20,likeability,20
20,likeability,8
20,likeability,6
21,self_other,6
21,self_other,2
21,self_other,4
