block_order,judgment,video_id
1,self_other,7
1,self_other,16
1,self_other,8
2,mentalizing,15
2,mentalizing,11
2,mentalizing,10
3,self_other,6
3,self_other,4
3,self_other,2
4,likeability,5
4,likeability,17
4,likeability,15
5,self_other,9
5,self_other,19
5,self_other,11
6,mentalizing,17
6,mentalizing,7
6,mentalizing,6
7,likeability,6
7,likeability,20
7,likeability,8
8,self_other,12
8,self_other,1
8,self_other,10
9,likeability,13
9,likeability,14
9,likeability,3
10,mentalizing,8
10,mentalizing,20
10,mentalizing,12
11,self_other,5
11,self_other,18
11,self_other,20
12,likeability,19
12,likeability,12
12,likeability,18
13,mentalizing,9
13,mentalizing,3
13,mentalizing,21
14,likeability,11
14,likeability,1
14,likeability,21
15,mentalizing,5
15,mentalizing,2
15,mentalizing,13
16,likeability,2
16,likeability,7
16,likeability,10
17,mentalizing,4
17,mentalizing,1
17,mentalizing,16
18,self_other,17
18,self_other,3
18,self_other,13
19,likeability,4
19,likeability,16
19,likeability,9
20,self_other,15
20,self_other,14
20,self_other,21
21,mentalizing,19
21,mentalizing,18
21,mentalizing,14
