block_order,judgment,video_id
1,self_other,8
1,self_other,7
1,self_other,16
2,mentalizing,11
2,mentalizing,10
2,mentalizing,15
3,likeability,9
3,likeability,4
3,likeability,16
4,self_other,20
4,self_other,18
4,self_other,5
5,mentalizing,7
5,mentalizing,17
5,mentalizing,6
6,self_other,1
6,self_other,12
6,self_other,10
7,likeability,20
7,likeability,6
7,likeability,8
8,mentalizing,8
8,mentalizing,20
8,mentalizing,12
9,self_other,11
9,self_other,9
9,self_other,19
10,likeability,17
10,likeability,15
10,likeability,5
11,self_other,21
11,self_other,14
11,self_other,15
12,mentalizing,21
12,mentalizing,3
12,mentalizing,9
13,likeability,13
13,likeability,3
13,likeability,14
14,mentalizing,13
14,mentalizing,5
14,mentalizing,2
15,likeability,18
15,likeability,19
15,likeability,12
16,self_other,13
16,self_other,3
16,self_other,17
17,likeability,2
17,likeability,7
17,likeability,10
18,self_other,6
18,self_other,4
18,self_other,2
19,mentalizing,4
19,mentalizing,16
19,mentalizing,1
20,likeability,11
20,likeability,21
20,likeability,1
21,mentalizing,18
21,mentalizing,19
21,mentalizing,14
