block_order,judgment,video_id
1,likeability,18
1,likeability,12
1,likeability,19
2,mentalizing,11
2,mentalizing,15
2,mentalizing,10
3,self_other,6
3,self_other,2
3,self_other,4
4,likeability,13
4,likeability,14
4,likeability,3
5,mentalizing,6
5,mentalizing,7
5,mentalizing,17
6,self_other,1
6,self_other,12
6,self_other,10
7,mentalizing,20
7,mentalizing,8
7,mentalizing,12
8,likeability,9
8,likeability,4
8,likeability,16
9,self_other,17
9,self_other,3
9,self_other,13
10,mentalizing,9
10,mentalizing,21
10,mentalizing,3
11,likeability,1
11,likeability,11
11,likeability,21
12,self_other,16
12,self_other,7
12,self_other,8
13,mentalizing,5
13,mentalizing,13
13,mentalizing,2
14,self_other,21
14,self_other,15
14,self_other,14
15,likeability,5
15,likeability,15
15,likeability,17
16,mentalizing,16
16,mentalizing,4
16,mentalizing,1
17,likeability,8
17,likeability,6
17,likeability,20
18,self_other,5
18,self_other,18
18,self_other,20
19,likeability,7
19,likeability,2
19,likeability,10
20,mentalizing,14
20,mentalizing,19
20,mentalizing,18
21,self_other,19
21,self_other,11
21,self_other,9
