block_order,judgment,video_id
1,mentalizing,15
1,mentalizing,10
1,mentalizing,11
2,likeability,6
2,likeability,20
2,likeability,8
3,self_other,16
3,self_other,7
3,self_other,8
4,mentalizing,7
4,mentalizing,6
4,mentalizing,17
5,likeability,7
5,likeability,2
5,likeability,10
6,self_other,1
6,self_other,12
6,self_other,10
7,mentalizing,8
7,mentalizing,20
7,mentalizing,12
8,likeability,13
8,likeability,3
8,likeability,14
9,mentalizing,3
9,mentalizing,21
9,mentalizing,9
10,self_other,15
10,self_other,14
10,self_other,21
11,mentalizing,13
11,mentalizing,2
11,mentalizing,5
12,likeability,18
12,likeability,19
12,likeability,12
13,mentalizing,1
13,mentalizing,4
13,mentalizing,16
14,self_other,17
14,self_other,3
14,self_other,13
15,mentalizing,14
15,mentalizing,18
15,mentalizing,19
16,likeability,16
16,likeability,9
16,likeability,4
17,self_other,19
17,self_other,9
17,self_other,11
18,likeability,15
18,likeability,17
18,likeability,5
19,self_other,5
19,self_other,18
19,self_other,20
20,likeability,1
20,likeability,11
20,likeability,21
21,self_other,6
21,self_other,4
21,self_other,2
