block_order,judgment,video_id
1,likeability,8
1,likeability,20
1,likeability,6
2,self_other,12
2,self_other,10
2,self_other,1
3,mentalizing,10
3,mentalizing,15
3,mentalizing,11
4,likeability,7
4,likeability,2
4,likeability,10
5,self_other,5
5,self_other,18
5,self_other,20
6,likeability,17
6,likeability,15
6,likeability,5
7,mentalizing,17
7,mentalizing,7
7,mentalizing,6
8,likeability,9
8,likeability,4
8,likeability,16
9,self_other,3
9,self_other,13
9,self_other,17
10,likeability,19
10,likeability,18
10,likeability,12
11,mentalizing,12
11,mentalizing,20
11,mentalizing,8
12,self_other,19
12,self_other,11
12,self_other,9
13,likeability,11
13,likeability,1
13,likeability,21
14,self_other,6
14,self_other,4
14,self_other,2
15,mentalizing,9
15,mentalizing,3
15,mentalizing,21
16,likeability,3
16,likeability,14
16,likeability,13
17,mentalizing,13
17,mentalizing,2
17,mentalizing,5
18,self_other,16
18,self_other,8
18,self_other,7
19,mentalizing,16
19,mentalizing,4
19,mentalizing,1
20,self_other,14
20,self_other,15
20,self_other,21
21,mentalizing,14
21,mentalizing,18
21,mentalizing,19
