block_order,judgment,video_id
1,likeability,12
1,likeability,19
1,likeability,18
2,mentalizing,11
2,mentalizing,10
2,mentalizing,15
3,likeability,20
3,likeability,6
3,likeability,8
4,mentalizing,7
4,mentalizing,6
4,mentalizing,17
5,self_other,4
5,self_other,2
5,self_other,6
6,likeability,14
6,likeability,13
6,likeability,3
7,self_other,12
7,self_other,10
7,self_other,1
8,mentalizing,12
8,mentalizing,8
8,mentalizing,20
9,likeability,21
9,likeability,1
9,likeability,11
10,self_other,7
10,self_other,8
10,self_other,16
11,mentalizing,3
11,mentalizing,21
11,mentalizing,9
12,self_other,15
12,self_other,14
12,self_other,21
13,mentalizing,2
13,mentalizing,5
13,mentalizing,13
14,likeability,17
14,likeability,15
14,likeability,5
15,mentalizing,16
15,mentalizing,4
15,mentalizing,1
16,self_other,9
16,self_other,19
16,self_other,11
17,likeability,2
17,likeability,7
17,likeability,10
18,self_other,17
18,self_other,13
18,self_other,3
19,mentalizing,19
19,mentalizing,14
19,mentalizing,18
20,self_other,20
20,self_other,5
20,self_other,18
21,likeability,4
21,likeability,16
21,likeability,9
