block_order,judgment,video_id
1,mentalizing,15
1,mentalizing,11
1,mentalizing,10
2,likeability,6
2,likeability,8
2,likeability,20
3,self_other,12
3,self_other,10
3,self_other,1
4,likeability,16
4,likeability,4
4,likeability,9
5,self_other,13
5,self_other,3
5,self_other,17
6,likeability,15
6,likeability,5
6,likeability,17
7,mentalizing,17
7,mentalizing,6
7,mentalizing,7
8,self_other,11
8,self_other,9
8,self_other,19
9,mentalizing,20
9,mentalizing,8
9,mentalizing,12
10,likeability,11
10,likeability,1
10,likeability,21
11,mentalizing,21
11,mentalizing,9
11,mentalizing,3
12,self_other,2
12,self_other,6
12,self_other,4
13,likeability,2
13,likeability,10
13,likeability,7
14,mentalizing,5
14,mentalizing,2
14,mentalizing,13
15,likeability,12
15,likeability,18
15,likeability,19
16,self_other,5
16,self_other,20
16,self_other,18
17,mentalizing,1
17,mentalizing,16
17,mentalizing,4
18,self_other,8
18,self_other,7
18,self_other,16
19,mentalizing,14
19,mentalizing,18
19,mentalizing,19
20,likeability,3
20,likeability,14
20,likeability,13
21,self_other,15
21,self_other,21
21,self_other,14
