block_order,judgment,video_id
1,self_other,11
1,self_other,19
1,self_other,9
2,likeability,20
2,likeability,6
2,likeability,8
3,self_other,5
3,self_other,18
3,self_other,20
4,likeability,13
4,likeability,14
4,likeability,3
5,mentalizing,15
5,mentalizing,10
5,mentalizing,11
6,likeability,9
6,likeability,4
6,likeability,16
7,self_other,4
7,self_other,6
7,self_other,2
8,likeability,12
8,likeability,19
8,likeability,18
9,self_other,13
9,self_other,17
9,self_other,3
10,mentalizing,6
10,mentalizing,17
10,mentalizing,7
11,likeability,21
11,likeability,11
11,likeability,1
12,mentalizing,20
12,mentalizing,12
12,mentalizing,8
13,self_other,14
13,self_other,21
13,self_other,15
14,mentalizing,9
14,mentalizing,21
14,mentalizing,3
15,likeability,7
15,likeability,10
15,likeability,2
16,mentalizing,5
16,mentalizing,2
16,mentalizing,13
17,self_other,7
17,self_other,16
17,self_other,8
18,likeability,15
18,likeability,5
18,likeability,17
19,mentalizing,1
19,mentalizing,4
19,mentalizing,16
20,self_other,12
20,self_other,10
20,self_other,1
21,mentalizing,18
21,mentalizing,19
21,mentalizing,14
