block_order,judgment,video_id
1,likeability,2
1,likeability,10
1,likeability,7
2,self_other,14
2,self_other,21
2,self_other,15
3,mentalizing,15
3,mentalizing,11
3,mentalizing,10
4,self_other,7
4,self_other,16
4,self_other,8
5,likeability,6
5,likeability,8
5,likeability,20
6,self_other,12
6,self_other,1
6,self_other,10
7,likeability,9
7,likeability,4
7,likeability,16
8,mentalizing,17
8,mentalizing,6
8,mentalizing,7
9,likeability,17
9,likeability,5
9,likeability,15
10,mentalizing,20
10,mentalizing,8
10,mentalizing,12
11,self_other,3
11,self_other,17
11,self_other,13
12,mentalizing,3
12,mentalizing,21
12,mentalizing,9
13,likeability,3
13,likeability,13
13,likeability,14
14,self_other,19
14,self_other,9
14,self_other,11
15,likeability,18
15,likeability,12
15,likeability,19
16,mentalizing,13
16,mentalizing,2
16,mentalizing,5
17,self_other,20
17,self_other,5
17,self_other,18
18,mentalizing,1
18,mentalizing,4
18,mentalizing,16
19,likeability,1
19,likeability,11
19,likeability,21
20,self_other,2
20,self_other,4
20,self_other,6
21,mentalizing,14
21,mentalizing,18
21,mentalizing,19
