block_order,judgment,video_id
1,likeability,20
1,likeability,8
1,likeability,6
2,self_other,17
2,self_other,13
2,self_other,3
3,likeability,7
3,likeability,2
3,likeability,10
4,mentalizing,11
4,mentalizing,15
4,mentalizing,10
5,self_other,10
5,self_other,12
5,self_other,1
6,likeability,3
6,likeability,13
6,likeability,14
7,mentalizing,7
7,mentalizing,17
7,mentalizing,6
8,likeability,12
8,likeability,18
8,likeability,19
9,self_other,7
9,self_other,8
9,self_other,16
10,mentalizing,20
10,mentalizing,12
10,mentalizing,8
11,likeability,16
11,likeability,4
11,likeability,9
12,mentalizing,3
12,mentalizing,9
12,mentalizing,21
13,self_other,21
13,self_other,14
13,self_other,15
14,mentalizing,5
14,mentalizing,2
14,mentalizing,13
15,likeability,21
15,likeability,1
15,likeability,11
16,self_other,9
16,self_other,19
16,self_other,11
17,likeability,17
17,likeability,5
17,likeability,15
18,mentalizing,1
18,mentalizing,16
18,mentalizing,4
19,self_other,6
19,self_other,2
19,self_other,4
20,mentalizing,19
20,mentalizing,18
20,mentalizing,14
21,self_other,5
21,self_other,18
21,self_other,20
