block_order,judgment,video_id
1,self_other,6
1,self_other,2
1,self_other,4
2,likeability,19
2,likeability,18
2,likeability,12
3,mentalizing,15
3,mentalizing,10
3,mentalizing,11
4,likeability,15
4,likeability,5
4,likeability,17
5,self_other,17
5,self_other,3
5,self_other,13
6,mentalizing,17
6,mentalizing,6
6,mentalizing,7
7,self_other,18
7,self_other,5
7,self_other,20
8,mentalizing,20
8,mentalizing,8
8,mentalizing,12
9,likeability,4
9,likeability,9
9,likeability,16
10,mentalizing,3
10,mentalizing,21
10,mentalizing,9
11,likeability,6
11,likeability,8
11,likeability,20
12,self_other,11
12,self_other,9
12,self_other,19
13,likeability,11
13,likeability,1
13,likeability,21
14,mentalizing,2
14,mentalizing,13
14,mentalizing,5
15,self_other,8
15,self_other,7
15,self_other,16
16,mentalizing,16
16,mentalizing,4
16,mentalizing,1
17,likeability,13
17,likeability,3
17,likeability,14
18,mentalizing,19
18,mentalizing,18
18,mentalizing,14
19,self_other,14
19,self_other,21
19,self_other,15
20,likeability,10
20,likeability,2
20,likeability,7
21,self_other,10
21,self_other,12
21,self_other,1
