block_order,judgment,video_id
1,mentalizing,11
1,mentalizing,15
1,mentalizing,10
2,likeability,8
2,likeability,6
2,likeability,20
3,mentalizing,6
3,mentalizing,17
3,mentalizing,7
4,likeability,19
4,likeability,18
4,likeability,12
5,mentalizing,12
5,mentalizing,8
5,mentalizing,20
6,self_other,4
6,self_other,2
6,self_other,6
7,mentalizing,21
7,mentalizing,9
7,mentalizing,3
8,likeability,15
8,likeability,17
8,likeability,5
9,mentalizing,5
9,mentalizing,2
9,mentalizing,13
10,self_other,7
10,self_other,16
10,self_other,8
11,likeability,9
11,likeability,4
11,likeability,16
12,self_other,11
12,self_other,19
12,self_other,9
13,likeability,21
13,likeability,11
13,likeability,1
14,self_other,15
14,self_other,21
14,self_other,14
15,mentalizing,1
15,mentalizing,16
15,mentalizing,4
16,self_other,3
16,self_other,13
16,self_other,17
17,likeability,3
17,likeability,13
17,likeability,14
18,self_other,5
18,self_other,20
18,self_other,18
19,likeability,2
19,likeability,10
19,likeability,7
20,mentalizing,18
20,mentalizing,14
20,mentalizing,19
21,self_other,1
21,self_other,10
21,self_other,12
