block_order,judgment,video_id
1,self_other,4
1,self_other,6
1,self_other,2
2,likeability,4
2,likeability,16
2,likeability,9
3,self_other,19
3,self_other,9
3,self_other,11
4,likeability,1
4,likeability,11
4,likeability,21
5,self_other,5
5,self_other,18
5,self_other,20
6,likeability,19
6,likeability,12
6,likeability,18
7,mentalizing,10
7,mentalizing,11
7,mentalizing,15
8,likeability,5
8,likeability,17
8,likeability,15
9,mentalizing,17
9,mentalizing,7
9,mentalizing,6
10,self_other,21
10,self_other,14
10,self_other,15
11,likeability,14
11,likeability,3
11,likeability,13
12,mentalizing,12
12,mentalizing,20
12,mentalizing,8
13,likeability,7
13,likeability,2
13,likeability,10
14,mentalizing,3
14,mentalizing,21
14,mentalizing,9
15,likeability,6
15,likeability,8
15,likeability,20
16,mentalizing,2
16,mentalizing,13
16,mentalizing,5
17,self_other,12
17,self_other,10
17,self_other,1
18,mentalizing,16
18,mentalizing,1
18,mentalizing,4
19,self_other,16
19,self_other,7
19,self_other,8
20,mentalizing,14
20,mentalizing,18
20,mentalizing,19
21,self_other,17
21,self_other,3
21,self_other,13
