block_order,judgment,video_id
1,likeability,3
1,likeability,14
1,likeability,13
2,mentalizing,11
2,mentalizing,15
2,mentalizing,10
3,self_other,3
3,self_other,13
3,self_other,17
4,likeability,17
4,likeability,15
4,likeability,5
5,self_other,9
5,self_other,19
5,self_other,11
6,likeability,6
6,likeability,8
6,likeability,20
7,mentalizing,6
7,mentalizing,17
7,mentalizing,7
8,likeability,1
8,likeability,11
8,likeability,21
9,mentalizing,8
9,mentalizing,20
9,mentalizing,12
10,self_other,14
10,self_other,21
10,self_other,15
11,mentalizing,3
11,mentalizing,9
11,mentalizing,21
12,self_other,4
12,self_other,6
12,self_other,2
13,likeability,18
13,likeability,19
13,likeability,12
14,mentalizing,5
14,mentalizing,2
14,mentalizing,13
15,self_other,18
15,self_other,20
15,self_other,5
16,likeability,10
16,likeability,2
16,likeability,7
17,self_other,16
17,self_other,8
17,self_other,7
18,mentalizing,4
18,mentalizing,16
18,mentalizing,1
19,likeability,4
19,likeability,16
19,likeability,9
20,self_other,1
20,self_other,10
20,self_other,12
21,mentalizing,14
21,mentalizing,18
21,mentalizing,19
