block_order,judgment,video_id
1,self_other,11
1,self_other,19
1,self_other,9
2,likeability,17
2,likeability,5
2,likeability,15
3,self_other,20
3,self_other,5
3,self_other,18
4,mentalizing,15
4,mentalizing,10
4,mentalizing,11
5,likeability,14
5,likeability,13
5,likeability,3
6,mentalizing,7
6,mentalizing,17
6,mentalizing,6
7,self_other,4
7,self_other,6
7,self_other,2
8,likeability,2
8,likeability,7
8,likeability,10
9,self_other,21
9,self_other,15
9,self_other,14
10,mentalizing,12
10,mentalizing,8
10,mentalizing,20
11,self_other,3
11,self_other,13
11,self_other,17
12,likeability,20
12,likeability,6
12,likeability,8
13,self_other,1
13,self_other,10
13,self_other,12
14,mentalizing,9
14,mentalizing,21
14,mentalizing,3
15,likeability,11
15,likeability,1
15,likeability,21
16,mentalizing,13
16,mentalizing,5
16,mentalizing,2
17,likeability,19
17,likeability,18
17,likeability,12
18,mentalizing,4
18,mentalizing,1
18,mentalizing,16
19,likeability,4
19,likeability,9
19,likeability,16
20,mentalizing,19
20,mentalizing,14
20,mentalizing,18
21,self_other,8
21,self_other,16
21,self_other,7
