block_order,judgment,video_id
1,mentalizing,15
1,mentalizing,11
1,mentalizing,10
2,self_other,15
2,self_other,21
2,self_other,14
3,likeability,7
3,likeability,2
3,likeability,10
4,self_other,8
4,self_other,7
4,self_other,16
5,likeability,21
5,likeability,1
5,likeability,11
6,self_other,2
6,self_other,4
6,self_other,6
7,mentalizing,7
7,mentalizing,6
7,mentalizing,17
8,self_other,13
8,self_other,3
8,self_other,17
9,likeability,20
9,likeability,6
9,likeability,8
10,mentalizing,20
10,mentalizing,8
10,mentalizing,12
11,self_other,10
11,self_other,1
11,self_other,12
12,likeability,5
12,likeability,15
12,likeability,17
13,self_other,18
13,self_other,5
13,self_other,20
14,likeability,4
14,likeability,9
14,likeability,16
15,mentalizing,3
15,mentalizing,21
15,mentalizing,9
16,self_other,19
16,self_other,9
16,self_other,11
17,mentalizing,5
17,mentalizing,2
17,mentalizing,13
18,likeability,14
18,likeability,3
18,likeability,13
19,mentalizing,4
19,mentalizing,1
19,mentalizing,16
20,likeability,19
20,likeability,12
20,likeability,18
21,mentalizing,19
21,mentalizing,14
21,mentalizing,18
