block_order,judgment,video_id
1,mentalizing,15
1,mentalizing,10
1,mentalizing,11
2,likeability,7
2,likeability,10
2,likeability,2
3,mentalizing,6
3,mentalizing,7
3,mentalizing,17
4,likeability,17
4,likeability,15
4,likeability,5
5,mentalizing,8
5,mentalizing,12
5,mentalizing,20
6,self_other,14
6,self_other,15
6,self_other,21
7,mentalizing,9
7,mentalizing,3
7,mentalizing,21
8,self_other,1
8,self_other,12
8,self_other,10
9,likeability,8
9,likeability,20
9,likeability,6
10,self_other,5
10,self_other,20
10,self_other,18
11,likeability,19
11,likeability,12
11,likeability,18
12,self_other,7
12,self_other,8
12,self_other,16
13,mentalizing,2
13,mentalizing,13
13,mentalizing,5
14,likeability,11
14,likeability,21
14,likeability,1
15,self_other,3
15,self_other,17
15,self_other,13
16,likeability,13
16,likeability,3
16,likeability,14
17,self_other,6
17,self_other,2
17,self_other,4
18,mentalizing,1
18,mentalizing,4
18,mentalizing,16
19,likeability,16
19,likeability,4
19,likeability,9
20,mentalizing,14
20,mentalizing,18
20,mentalizing,19
21,self_other,19
21,self_other,9
21,self_other,11
