block_order,judgment,video_id
1,mentalizing,10
1,mentalizing,15
1,mentalizing,11
2,self_other,16
2,self_other,7
2,self_other,8
3,mentalizing,17
3,mentalizing,6
3,mentalizing,7
4,likeability,12
4,likeability,18
4,likeability,19
5,self_other,9
5,self_other,11
5,self_other,19
6,mentalizing,20
6,mentalizing,12
6,mentalizing,8
7,likeability,4
7,likeability,9
7,likeability,16
8,mentalizing,9
8,mentalizing,21
8,mentalizing,3
9,self_other,3
9,self_other,13
9,self_other,17
10,likeability,8
10,likeability,20
10,likeability,6
11,self_other,15
11,self_other,21
11,self_other,14
12,mentalizing,2
12,mentalizing,13
12,mentalizing,5
13,self_other,5
13,self_other,20
13,self_other,18
14,likeability,2
14,likeability,7
14,likeability,10
15,self_other,1
15,self_other,10
15,self_other,12
16,likeability,11
16,likeability,21
16,likeability,1
17,mentalizing,1
17,mentalizing,4
17,mentalizing,16
18,likeability,5
18,likeability,15
18,likeability,17
19,self_other,4
19,self_other,2
19,self_other,6
20,mentalizing,18
20,mentalizing,14
20,mentalizing,19
21,likeability,3
21,likeability,14
21,likeability,13
