block_order,judgment,video_id
1,self_other,12
1,self_other,10
1,self_other,1
2,mentalizing,10
2,mentalizing,11
2,mentalizing,15
3,self_other,6
3,self_other,2
3,self_other,4
4,likeability,21
4,likeability,1
4,likeability,11
5,self_other,18
5,self_other,5
5,self_other,20
6,mentalizing,6
6,mentalizing,17
6,mentalizing,7
7,likeability,7
7,likeability,2
7,likeability,10
8,self_other,19
8,self_other,9
8,self_other,11
9,likeability,5
9,likeability,15
9,likeability,17
10,mentalizing,20
10,mentalizing,12
10,mentalizing,8
11,likeability,14
11,likeability,13
11,likeability,3
12,mentalizing,9
12,mentalizing,21
12,mentalizing,3
13,self_other,8
13,self_other,7
13,self_other,16
14,likeability,18
14,likeability,19
14,likeability,12
15,mentalizing,13
15,mentalizing,2
15,mentalizing,5
16,self_other,14
16,self_other,15
16,self_other,21
17,mentalizing,4
17,mentalizing,16
17,mentalizing,1
18,likeability,16
18,likeability,9
18,likeability,4
19,self_other,17
19,self_other,3
19,self_other,13
20,likeability,20
20,likeability,8
20,likeability,6
21,mentalizing,14
21,mentalizing,19
21,mentalizing,18
