block_order,judgment,video_id
1,mentalizing,15
1,mentalizing,11
1,mentalizing,10
2,likeability,9
2,likeability,4
2,likeability,16
3,self_other,3
3,self_other,13
3,self_other,17
4,likeability,11
4,likeability,1
4,likeability,21
5,self_other,18
5,self_other,20
5,self_other,5
6,likeability,10
6,likeability,2
6,likeability,7
7,self_other,9
7,self_other,11
7,self_other,19
8,likeability,12
8,likeability,18
8,likeability,19
9,self_other,10
9,self_other,1
9,self_other,12
10,mentalizing,7
10,mentalizing,6
10,mentalizing,17
11,self_other,16
11,self_other,7
11,self_other,8
12,likeability,15
12,likeability,17
12,likeability,5
13,mentalizing,8
13,mentalizing,20
13,mentalizing,12
14,likeability,8
14,likeability,6
14,likeability,20
15,mentalizing,21
15,mentalizing,3
15,mentalizing,9
16,self_other,14
16,self_other,15
16,self_other,21
17,mentalizing,13
17,mentalizing,5
17,mentalizing,2
18,self_other,6
18,self_other,2
18,self_other,4
19,mentalizing,4
19,mentalizing,16
19,mentalizing,1
20,likeability,14
20,likeability,13
20,likeability,3
21,mentalizing,19
21,mentalizing,14
21,mentalizing,18
