block_order,judgment,video_id
1,self_other,5
1,self_other,18
1,self_other,20
2,mentalizing,15
2,mentalizing,10
2,mentalizing,11
3,likeability,7
3,likeability,10
3,likeability,2
4,mentalizing,7
4,mentalizing,17
4,mentalizing,6
5,likeability,15
5,likeability,5
5,likeability,17
6,self_other,11
6,self_other,19
6,self_other,9
7,likeability,8
7,likeability,20
7,likeability,6
8,mentalizing,8
8,mentalizing,12
8,mentalizing,20
9,likeability,12
9,likeability,19
9,likeability,18
10,self_other,12
10,self_other,10
10,self_other,1
11,likeability,4
11,likeability,16
11,likeability,9
12,mentalizing,21
12,mentalizing,9
12,mentalizing,3
13,self_other,14
13,self_other,21
13,self_other,15
14,mentalizing,5
14,mentalizing,2
14,mentalizing,13
15,likeability,11
15,likeability,21
15,likeability,1
16,self_other,7
16,self_other,16
16,self_other,8
17,likeability,13
17,likeability,14
17,likeability,3
18,mentalizing,1
18,mentalizing,4
18,mentalizing,16
19,self_other,6
19,self_other,2
19,self_other,4
20,mentalizing,18
20,mentalizing,19
20,mentalizing,14
21,self_other,17
21,self_other,3
21,self_other,13
