block_order,judgment,video_id
1,likeability,11
1,likeability,1
1,likeability,21
2,self_other,10
2,self_other,12
2,self_other,1
3,likeability,6
3,likeability,20
3,likeability,8
4,self_other,9
4,self_other,19
4,self_other,11
5,mentalizing,10
5,mentalizing,11
5,mentalizing,15
6,likeability,4
6,likeability,9
6,likeability,16
7,self_other,3
7,self_other,13
7,self_other,17
8,mentalizing,6
8,mentalizing,7
8,mentalizing,17
9,self_other,6
9,self_other,4
9,self_other,2
10,mentalizing,8
10,mentalizing,12
10,mentalizing,20
11,likeability,14
11,likeability,3
11,likeability,13
12,mentalizing,3
12,mentalizing,9
12,mentalizing,21
13,self_other,18
13,self_other,5
13,self_other,20
14,likeability,5
14,likeability,17
14,likeability,15
15,mentalizing,2
15,mentalizing,13
15,mentalizing,5
16,self_other,16
16,self_other,8
16,self_other,7
17,mentalizing,1
17,mentalizing,16
17,mentalizing,4
18,likeability,2
18,likeability,10
18,likeability,7
19,mentalizing,18
19,mentalizing,14
19,mentalizing,19
20,self_other,21
20,self_other,14
20,self_other,15
21,likeability,18
21,likeability,19
21,likeability,12
