block_order,judgment,video_id
1,likeability,6
1,likeability,20
1,likeability,8
2,mentalizing,15
2,mentalizing,10
2,mentalizing,11
3,self_other,19
3,self_other,9
3,self_other,11
4,likeability,1
4,likeability,11
4,likeability,21
5,self_other,3
5,self_other,13
5,self_other,17
6,likeability,16
6,likeability,4
6,likeability,9
7,mentalizing,6
7,mentalizing,17
7,mentalizing,7
8,self_other,18
8,self_other,20
8,self_other,5
9,mentalizing,12
9,mentalizing,8
9,mentalizing,20
10,self_other,16
10,self_other,8
10,self_other,7
11,likeability,18
11,likeability,12
11,likeability,19
12,mentalizing,9
12,mentalizing,3
12,mentalizing,21
13,self_other,6
13,self_other,4
13,self_other,2
14,mentalizing,2
14,mentalizing,13
14,mentalizing,5
15,likeability,7
15,likeability,2
15,likeability,10
16,mentalizing,16
16,mentalizing,4
16,mentalizing,1
17,likeability,5
17,likeability,15
17,likeability,17
18,self_other,15
18,self_other,21
18,self_other,14
19,mentalizing,14
19,mentalizing,18
19,mentalizing,19
20,self_other,1
20,self_other,12
20,self_other,10
21,likeability,13
21,likeability,3
21,likeability,14
