block_order,judgment,video_id
1,mentalizing,15
1,mentalizing,11
1,mentalizing,10
2,likeability,5
2,likeability,15
2,likeability,17
3,mentalizing,17
3,mentalizing,6
3,mentalizing,7
4,self_other,15
4,self_other,21
4,self_other,14
5,likeability,10
5,likeability,2
5,likeability,7
6,self_other,17
6,self_other,13
6,self_other,3
7,mentalizing,8
7,mentalizing,20
7,mentalizing,12
8,likeability,4
8,likeability,16
8,likeability,9
9,mentalizing,9
9,mentalizing,21
9,mentalizing,3
10,self_other,10
10,self_other,1
10,self_other,12
11,mentalizing,13
11,mentalizing,5
11,mentalizing,2
12,likeability,11
12,likeability,21
12,likeability,1
13,self_other,8
13,self_other,7
13,self_other,16
14,likeability,12
14,likeability,18
14,likeability,19
15,self_other,6
15,self_other,2
15,self_other,4
16,mentalizing,1
16,mentalizing,16
16,mentalizing,4
17,self_other,5
17,self_other,20
17,self_other,18
18,likeability,14
18,likeability,3
18,likeability,13
19,mentalizing,19
19,mentalizing,14
19,mentalizing,18
20,likeability,6
20,likeability,20
20,likeability,8
21,self_other,9
21,self_other,19
21,self_other,11
