block_order,judgment,video_id
1,likeability,11
1,likeability,1
1,likeability,21
2,self_other,8
2,self_other,16
2,self_other,7
3,mentalizing,11
3,mentalizing,15
3,mentalizing,10
4,likeability,14
4,likeability,13
4,likeability,3
5,self_other,18
5,self_other,20
5,self_other,5
6,likeability,10
6,likeability,7
6,likeability,2
7,self_other,2
7,self_other,4
7,self_other,6
8,likeability,15
8,likeability,5
8,likeability,17
9,mentalizing,7
9,mentalizing,6
9,mentalizing,17
10,self_other,10
10,self_other,12
10,self_other,1
11,mentalizing,8
11,mentalizing,20
11,mentalizing,12
12,likeability,12
12,likeability,18
12,likeability,19
13,mentalizing,21
13,mentalizing,3
13,mentalizing,9
14,self_other,15
14,self_other,14
14,self_other,21
15,mentalizing,5
15,mentalizing,2
15,mentalizing,13
16,likeability,9
16,likeability,4
16,likeability,16
17,mentalizing,16
17,mentalizing,1
17,mentalizing,4
18,self_other,9
18,self_other,19
18,self_other,11
19,mentalizing,18
19,mentalizing,19
19,mentalizing,14
20,likeability,20
20,likeability,8
20,likeability,6
21,self_other,17
21,self_other,13
21,self_other,3
