block_order,judgment,video_id
1,likeability,6
1,likeability,20
1,likeability,8
2,self_other,7
2,self_other,16
2,self_other,8
3,likeability,1
3,likeability,11
3,likeability,21
4,mentalizing,10
4,mentalizing,11
4,mentalizing,15
5,self_other,14
5,self_other,15
5,self_other,21
6,mentalizing,6
6,mentalizing,7
6,mentalizing,17
7,self_other,5
7,self_other,18
7,self_other,20
8,likeability,19
8,likeability,12
8,likeability,18
9,mentalizing,20
9,mentalizing,8
9,mentalizing,12
10,likeability,3
10,likeability,14
10,likeability,13
11,self_other,19
11,self_other,9
11,self_other,11
12,mentalizing,3
12,mentalizing,21
12,mentalizing,9
13,self_other,2
13,self_other,6
13,self_other,4
14,likeability,5
14,likeability,17
14,likeability,15
15,mentalizing,5
15,mentalizing,2
15,mentalizing,13
16,self_other,10
16,self_other,1
16,self_other,12
17,likeability,2
17,likeability,10
17,likeability,7
18,mentalizing,4
18,mentalizing,16
18,mentalizing,1
19,self_other,17
19,self_other,13
19,self_other,3
20,mentalizing,18
20,mentalizing,14
20,mentalizing,19
21,likeability,4
21,likeability,9
21,likeability,16
